,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
1468,1931.02.10,1931,Invalid,australia,Swimming ,Death may have been due to drowning,Feb,,M,Unspecified,39
1469,1931.01.07,1931,Unprovoked,australia,Swimming,Severe bump & few superficial wounds ,Jan,N,M,Unspecified,18
1470,1930.02.15,1930,Unprovoked,australia,Diving off pier & treading water,FATAL,Feb,Y,M,White,18
1471,1930.01.16,1930,Unprovoked,south africa,Swimming,Torso & arm bitten,Jan,N,M,White,23
1472,1929.04.11,1929,Provoked,australia,Standing in knee-deep water,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,Apr,N,M,Grey,19
1473,1929.02.08,1929,Unprovoked,australia,Swimming,"FATAL, right thigh bitten, femoral artery severed",Feb,Y,M,Unspecified,39
1474,1929.01.12,1929,Unprovoked,australia,Body surfing,"FATAL, right thigh & hip bitten",Jan,Y,M,Unspecified,14
1475,1928.11.04,1928,Unprovoked,panama,Swimming,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Nov,Y,M,Unspecified,17
1476,1928.04.06,1928,Unprovoked,australia,Bathing,Lacerations to right leg ,Apr,N,M,Unspecified,15
1477,1928.01.00,1928,Unprovoked,south africa,Body surfing,Foot bitten,Jan,N,M,Unspecified,18
1478,1927.12.28,1927,Unprovoked,south africa,Swimming,"FATAL, leg bitten  ",Dec,Y,M,White,17
1479,1927.03.01,1927,Unprovoked,australia,Body surfing / treading water,"Right buttock & thigh bitten, thumb removed",Mar,N,M,Grey,17
1480,1927.01.03,1927,Unprovoked,australia,Swimming,"FATAL, leg bitten from thigh to ankle",Jan,Y,M,Unspecified,15
1481,1926.10.23.b,1926,Unprovoked,australia,Bathing,"3"" laceration to leg",Oct,N,M,Grey,17
1482,1926.07.23,1926,Unprovoked,italy,Swimming,"FATAL, body was not recovered",Jul,Y,M,White,20
1483,1926.07.08,1926,Unprovoked,usa,Swimming with dog near canning factory,Leg & hand lacerated and dog bitten,Jul,N,M,White,15
1484,1925.11.22,1925,Unprovoked,australia,Floating on his back,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Nov,Y,M,Tiger,55
1485,1925.03.27,1925,Unprovoked,australia,Bathing in waist-deep water,"Left thigh bitten, leg surgically amputated ",Mar,N,M,Unspecified,16
1486,1924.01.19,1924,Unprovoked,australia,Had just dived into water & was swimming,"FATAL, right thigh severely bitten, left arm lacerated ",Jan,Y,M,Unspecified,16
1487,1922.12.05,1922,Unprovoked,australia,Bathing in 3' to 4' of water,"FATAL, severe injuries to torso  ",Dec,Y,M,Unspecified,19
1488,1922.05.24,1922,Unprovoked,jamaica,Swimming,"FATAL, arm severed, thigh severely bitten  ",,Y,M,Unspecified,19
1489,1922.05.06,1922,Unprovoked,south africa,Swimming,Abdomen & thigh bitten,May,N,M,White,18
1490,1922.03.02,1922,Unprovoked,australia,Bathing in knee-deep water,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Mar,Y,M,White,21
1491,1922.02.04,1922,Unprovoked,australia,Swimming,"FATAL, both arms & shoulder bitten",Feb,Y,M,White,18
1492,1919.01.09,1919,Unprovoked,australia,Wading,"FATAL, right thigh bitten ",Jan,Y,M,Unspecified,13
1493,1916.07.01,1916,Unprovoked,usa,Swimming,"FATAL, left leg bitten",Jul,Y,M,White,24
1494,1912.01.26,1912,Unprovoked,australia,Swimming,FATAL,Jan,Y,M,Unspecified,21
1495,1906.01.20,1906,Unprovoked,south africa,Washing horses,"FATAL, hips & thigh bitten ",Jan,Y,M,Unspecified,30
1496,1905.03.26,1905,Unprovoked,australia,Bathing,Righ thigh severely bitten,Mar,N,M,Unspecified,40
1497,1901.07.30,1901,Unprovoked,south africa,Swimming,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Jul,Y,M,White,29
1498,1894.11.28,1894,Unprovoked,australia,Bathing,"""Lost his arm""",Nov,N,M,Unspecified,19
1499,1892.03.02,1892,Provoked,australia,Fishing,Lacerations to calf by netted shark PROVOKED INCIDENT,Mar,N,M,Unspecified,21
1500,1880.11.25,1880,Unprovoked,australia,Swimming,"Feet bitten, surgically amputated FATAL",Nov,Y,M,Bull,12
1501,1868.05.13,1868,Unprovoked,india,Standing,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",May,Y,M,Unspecified,35
1502,1800.00.00,1800,Unprovoked,seychelles,a corsair's boat was overturned,"FATAL, all onboard were killed by sharks",,Y,F,Unspecified,
1503,1797.05.28.R,1797,Unprovoked,,Dropped overboard,FATAL,May,Y,,Unspecified,
1504,1792.09.12,1792,Provoked,england,Fishing,"FATAL, PROVOKED INCIDENT",Sep,Y,M,Unspecified,
1505,1791.00.00,1791,Unprovoked,australia,,"FATAL, ""bitten in two""",,Y,F,Unspecified,
1506,1788.05.10,1788,Boat,australia,Fishing,"No injury to occupants, shark bit oar and rudder",May,N,,Unspecified,
1507,1787.07.05,1787,Unprovoked,,Swimming,FATAL,Jul,Y,M,Unspecified,
1508,1786.08.10.R,1786,Unprovoked,barbados,Washing himself,FATAL,Aug,Y,M,Unspecified,
1509,1785.09.26.R,1785,Unprovoked,england,,Human remains recovered from shark,Sep,Y,M,Tiger,
1510,1784.12.12,1784,Unprovoked,jamaica,Swimming,,Dec,Y,M,Unspecified,
1511,1783.03.02,1783,Sea Disaster,martinique,,Many of the crew were taken by sharks,Mar,Y,M,Unspecified,
1512,1780.08.08,1780,Unprovoked,usa,Swimming,FATAL,Aug,Y,M,Unspecified,
1513,1779.00.00,1779,Unprovoked,usa,Surfing,"FATAL, buttock lacerated  ",,Y,M,Unspecified,
1514,1776.00.00.R,1776,Unprovoked,guinea,Murder,FATAL,,Y,M,Unspecified,
1515,1776.00.00.b,1776,Boat,greenland,,FATAL,,Y,,White,
1516,1771.07.12.R,1771,Unprovoked,usa,Fishing,FATAL,Jul,Y,M,Unspecified,
1517,1767.00.00,1767,Invalid,france,Bathing,Lacerations to arm & leg,,,M,Unspecified,
1518,1764.00.00,1764,Unprovoked,spain,Swimming,FATAL,,Y,M,Unspecified,
1519,1758.00.00,1758,Unprovoked,mediterranean sea,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""","""He was taken up alive and but little injured."" ",,N,M,Unspecified,
1520,1753.10.27.R,1753,Unprovoked,jamaica,Fell overboard,FATAL,Oct,Y,M,Unspecified,
1521,1751.07.27,1751,Unprovoked,usa,Swimming,FATAL,Jul,Y,M,Unspecified,
1522,1749.00.00,1749,Unprovoked,cuba,Swimming,"Right leg severed at knee.  In 1796 he became Lord Mayor of London. In 1778 he commissioned  American artist, John Singleton Copley, to paint the incident: Watson and the Shark",,N,M,Unspecified,14
1523,1755.00.00,1755,Unprovoked,sweden,,,,,M,Unspecified,
1524,1748.00.00,1748,Unprovoked,panama,Pearl diving,FATAL,,Y,M,Unspecified,
1525,1742.12.17,1742,Unprovoked,,Swimming,FATAL,Dec,Y,M,Unspecified,
1526,1738.04.06.R,1738,Unprovoked,italy,Swimming,FATAL,Apr,Y,M,Unspecified,
1527,1733.00.00,1733,Invalid,iceland,,"Partial hominid remains recovered from shark, probable drowning and scavenging",,,,Unspecified,
1528,1723.00.00,1723,Unprovoked,roatan,,Struck on thigh,,,M,Unspecified,
1529,1721.06.00,1721,Unprovoked,italy,Swimming,"FATAL,  partial remains recovered from sharks gut",,Y,M,White,
1530,1703.03.26,1703,Unprovoked,barbados,Swimming,"Hand and foot severely bitten, surgically amputated",Mar,N,M,Unspecified,19
1531,1700.00.00.c,1700,Unprovoked,france,,FATAL,,Y,M,Unspecified,
1532,1700.00.00.b,1700,Unprovoked,france,Bathing,Leg severed,,N,M,White,
1533,1700.00.00.a,1700,Unprovoked,barbados,Bathing,FATAL,,Y,M,Unspecified,
1534,1642.00.00.b,1642,Invalid,guinea,Went overboard,FATAL,,,M,Unspecified,
1535,1638.00.00.R,1638,Unprovoked,,,,,,M,Unspecified,
1536,1637.00.00.R,1637,Unprovoked,india,Wading,,,,,Unspecified,
1537,1617.00.00.R,1617,Unprovoked,india,,,,,,Unspecified,
1538,1642.00.00,1642,Unprovoked,usa,Swimming ,FATAL,,Y,M,Unspecified,
1539,1595.00.00,1595,Unprovoked,india,Ship lay at anchor & man was working on its rudder,"Leg severed mid-thigh, hand severed, arm above elbow and part of buttocks. Not known if he survived",,,M,Unspecified,
1540,1580.01.10.R,1580,Unprovoked,between portugal & india,Man fell overboard from ship. Those on board threw a rope to him with a wooden block & were pulling him to the ship,"FATAL. ""Shark tore him to pieces.",Jan,Y,M,Unspecified,
1541,1555.00.00,1555,Unprovoked,,Swimming,,,,M,Unspecified,
1542,1554.00.00,1554,Unprovoked,france,,,,,M,White,
1543,1543.00.00,1543,Unprovoked,venezuela,Pearl diving,FATAL,,Y,M,Unspecified,
1544,0500.00.00,500,Unprovoked,mexico,,Foot severed,,N,M,Unspecified,
1545,0077.00.00,77,Unprovoked,,Sponge diving,FATAL,,Y,M,Unspecified,
1546,0005.00.00,5,Unprovoked,australia,,Aboriginal rock carving depicts man being attacked by a shark,,N,M,Unspecified,
1547,0000.0214,0,Unprovoked,,Ascending from a dive,"FATAL, shark/s bit him in two",,Y,M,Unspecified,
1548,0000.0336,0,Unprovoked,greece,Washing his pig in preparation for a religious ceremony,"FATAL, shark ""bit off all lower parts of him up to the belly""",,Y,M,Unspecified,
1549,0000.0493,0,Sea Disaster,greece,Shipwrecked Persian Fleet,Herodotus tells of sharks attacking men in the water,,Y,M,Unspecified,
1550,0000.0725,0,Sea Disaster,italy,Shipwreck,Depicts shipwrecked sailors  attacked by a shark/s,,Y,M,Unspecified,
1551,ND-0154,0,Unprovoked,canada,Fishing,Arm bitten,,N,M,Unspecified,
1552,ND-0153,0,Unprovoked,kenya,Diving,Conway's leg was bitten Higgs injury was FATAL,,N,M,Unspecified,
1553,ND-0152,0,Unprovoked,kenya,Diving,FATAL,,Y,M,Unspecified,
1554,ND-0151,0,Unprovoked,panama,Swimming/,FATAL,Oct,Y,M,Unspecified,20
1555,ND-0150,0,Unprovoked,uruguay,Swimming,Foot bitten,,N,,Unspecified,
1556,ND-0149,0,Unprovoked,uruguay,Swimming,FATAL,,Y,M,Unspecified,
1557,ND-0148,0,Unprovoked,usa,Swimming,Minor injury,,N,M,Unspecified,
1558,ND-1940,0,Unprovoked,papua new guinea,Swimming to canoe,FATAL,,Y,M,Unspecified,
1559,ND-0139,0,Unprovoked,australia,,Foot severed,,N,F,Unspecified,15
1560,ND-0138,0,Unprovoked,australia,Fell into the water,FATAL,,Y,M,Unspecified,
1561,ND-0136,0,Unprovoked,usa,Diving,Minor laceration to hand,,N,M,Unspecified,
1562,ND-0135,0,Unprovoked,bermuda,,FATAL,,Y,M,Unspecified,
1563,ND-0134,0,Unprovoked,greece,Swimming,FATAL,,Y,F,Unspecified,
1564,ND-0133,0,Unprovoked,usa,Fishing for basking sharks,FATAL PROVOKED INCIDENTS,,Y,M,Unspecified,
1565,ND-0132,0,Provoked,india,,Cut to arm while roping shark PROVOKED INCIDENT,,N,M,Unspecified,
1566,ND-0130,0,Unprovoked,lebanon,Collecting fish ,Posterior thigh bitten,,N,M,Unspecified,
1567,ND-0129,0,Unprovoked,spain,Skin diving,Injury required 16 stitches,,N,,Unspecified,
1568,ND-0127,0,Unprovoked,sudan,Snorkeling,Leg severely bitten,,N,F,Unspecified,
1569,ND-0124,0,Provoked,,,Bitten by captive sharks PROVOKED INCIDENTS,,N,M,Unspecified,
1570,ND-0123,0,Unprovoked,usa,Shark tagging,Severe abrasion to forearm from captive shark PROVOKED INICIDENT,,N,F,Unspecified,21
1571,ND-0122,0,Unprovoked,usa,Surfing,Legs bitten,,N,M,Unspecified,
1572,ND-0119,0,Unprovoked,djibouti,A dhow capsized,FATAL,,Y,,Unspecified,
1573,ND-0118,0,Unprovoked,libya,Sponge diving,FATAL,,Y,M,Unspecified,
1574,ND-0116,0,Unprovoked,australia,Net-fishing,Calf bitten,,N,M,Unspecified,
1575,ND-0115,0,Unprovoked,new zealand,,FATAL,Jun,Y,M,Unspecified,
1576,ND-0114,0,Unprovoked,,Netting shrimp,Hand severed,,N,F,Unspecified,
1577,ND-0113,0,Unprovoked,vietnam,Bathing,Foot bitten,,N,M,Unspecified,
1578,ND-0111,0,Unprovoked,sri lanka,Fishing?,Foot bitten,,N,M,Unspecified,
1579,ND.0110,0,Unprovoked,venezuela,Spearfishing ,"FATAL (x3), one survived with minor injuries",,Y,M,Unspecified,
1580,ND-0109,0,Unprovoked,usa,Wade-fishing,"No injury, shark rammed his back",,N,M,Unspecified,
1581,ND-0108,0,Unprovoked,greece,Free diving for sponges,FATAL,,Y,M,Unspecified,
1582,ND-0107,0,Boat,mozambique,Fishing,"No injury to occupants, shark bumped boat",,N,,Unspecified,
1583,ND-0106,0,Unprovoked,south africa,Swimming,"FATAL, body not recovered",,Y,M,Unspecified,
1584,ND.0104,0,Unprovoked,australia,Helmet diving,"No injury, helmet bitten",,N,M,Tiger,
1585,ND.0102,0,Unprovoked,bahrein,Pearl diving,FATAL,,Y,M,Tiger,
1586,ND.0100,0,Unprovoked,bahamas,Spearfishing ,Swim fin bitten,,N,M,Unspecified,
1587,ND.0097,0,Unprovoked,usa,Kitesurfing,Hand bitten,,N,M,Unspecified,
1588,ND.0096,0,Unprovoked,reunion,yachtsman in a zodiac,Survived,,N,M,Unspecified,
1589,ND.0095,0,Unprovoked,solomon islands,Diving,Lacerations to hands and knee,Feb,N,M,Unspecified,
1590,ND.0094,0,Unprovoked,korea,Diving,"FATAL, injured while diving, then shark bit her ",May,Y,F,Unspecified,
1591,ND.0093,0,Unprovoked,french polynesia,Fishing,"Speared a shark, fell overboard and another shark severed his arm ",Mar,N,M,Unspecified,
1592,ND.0091,0,Unprovoked,sudan,Diving,"No injury, BC ripped",,N,M,Unspecified,
1593,ND.0090,0,Unprovoked,vanuatu,,FATAL,Aug,Y,F,Unspecified,
1594,ND.0089,0,Provoked,vanuatu,Attempting to drive shark from area,Speared shark broke outrigger of canoe throwing man into the water & shark bit his buttock PROVOKED INCIDENT,Aug,N,M,Unspecified,
1595,ND.0088,0,Unprovoked,iran,,Foot severed,,N,M,Bull,
1596,ND.0087,0,Provoked,usa,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,"Ankle punctured & lacerated, hands abraded PROVOKED INCIDENT",,N,M,Unspecified,19
1597,ND.0086,0,Invalid,papua new guinea,Scuba diving,Said to be fatal and involve a 4.6 m to 6 m [15' to 20'] tiger shark but incident highly questionable,,Y,M,Unspecified,
1598,ND.0085,0,Unprovoked,red sea?,Free diving,"Shoulder scratched, swim fin bitten",,N,F,Unspecified,
1599,ND.0084,0,Unprovoked,south africa,Crossing river on a raft,"FATAL, leg severed",Jan,Y,M,Unspecified,
1600,ND.0083,0,Unprovoked,usa,"Free diving, collecting sand dollars",Calf bitten,,N,M,Unspecified,
1601,ND.0082,0,Unprovoked,greece,Swimming,FATAL,May,Y,F,Unspecified,
1602,ND.0081,0,Invalid,usa,Diving,"A 4.3 m [14'] shark made threat display. No injury, no attack",,,M,Unspecified,
1603,ND.0078,0,Unprovoked,usa,Canoeing,FATAL,,Y,M,Unspecified,
1604,ND.0076,0,Unprovoked,mediterranean sea,,FATAL,,Y,M,Unspecified,
1605,ND.0075,0,Unprovoked,australia,Diving for trochus,Calf removed,,N,M,Unspecified,
1606,ND.0074,0,Unprovoked,australia,Pearl diving,Leg bitten,,N,M,Unspecified,
1607,ND.0073,0,Unprovoked,singapore,Swimming,Recovered,,N,,Unspecified,
1608,ND.0069,0,Unprovoked,fiji,Spearfishing ,"No injury, bumped by shark which took speared fish",,N,M,Unspecified,27
1609,ND.0068,0,Unprovoked,mozambique,Skindiving,Bumped by sharks,,N,M,Unspecified,36
1610,ND.0066,0,Unprovoked,seychelles,Swimming from capsized pirogue,FATAL,,Y,M,Tiger,
1611,ND.0065,0,Unprovoked,iraq,Fishing from a small boat & put his hand in the water while holding a dead fish,Right hand severed,,N,M,Unspecified,25
1612,ND.0064,0,Unprovoked,iraq,Swimming naked near a date palm where many dates fell into the water,Arm severed,,N,M,Bull,6
1613,ND.0063,0,Unprovoked,iraq,Swimming in section of river used for washing clothes & cooking utensils,Right leg lacerated & surgically amputated,,N,M,Bull,16
1614,ND.0062,0,Unprovoked,bahamas,,Lower leg and forearm severed,,N,M,White,
1615,ND.0060,0,Unprovoked,usa,,Leg injured,Jun,N,F,White,
1616,ND.0059,0,Unprovoked,bermuda,Spearfishing ,Shoulder abraded by skin of shark,Apr,N,M,Unspecified,
1617,ND.0058,0,Unprovoked,fiji,Swimming with fish attached to  belt,"""Severely injured when fish were seized by shark""",,N,F,Unspecified,
1618,ND.0057,0,Unprovoked,madagascar,Bathing,FATAL,,Y,M,Unspecified,
1619,ND.0056,0,Unprovoked,usa,Standing,Abrasions & bruises hip to ankle,,N,M,Unspecified,
1620,ND.0055,0,Provoked,bahamas,Testing movie camera in full diving dress,Shark bit diver's sleeve after he patted it on the head PROVOKED INCIDENT,,N,M,Unspecified,
1621,ND.0054,0,Unprovoked,indonesia,Swimming near anchored ship,"FATAL, leg severed ",,Y,M,Unspecified,
1622,ND.0053,0,Unprovoked,india,,FATAL,,Y,M,Unspecified,
1623,ND.0052,0,Unprovoked,nicaragua,Lashing logs together when he fell into the water,"FATAL, leg severed ",,Y,M,Bull,
1624,ND.0051,0,Provoked,cuba,"Shark fishing, knocked overboard","FATAL, hip bitten  PROVOKED INCIDENT",,Y,M,Unspecified,50
1625,ND.0049,0,Unprovoked,marshall islands,Swimming,Buttocks bitten,,N,M,Unspecified,
1626,ND.0048,0,Unprovoked,kiribati,Diving,No injury,,N,M,Unspecified,
1627,ND.0047,0,Unprovoked,north pacific ocean,"Fishing, wading with string of fish",Survived,Mar,N,M,Unspecified,
1628,ND.0046,0,Unprovoked,kiribati,,FATAL,,Y,M,Unspecified,
1629,ND.0044,0,Sea Disaster,,A group of survivors on a raft for 17-days,"FATAL, shark leapt into raft and bit the man who died 4 hours later",,Y,,Unspecified,
1630,ND.0043,0,Unprovoked,solomon islands,Floating on his back,Buttock bitten,,N,M,Unspecified,
1631,ND.0042,0,Unprovoked,australia,Free diving,Head bitten,,N,M,Unspecified,
1632,ND.0041,0,Unprovoked,iran,Fishing in ankle-deep water,"FATAL, foot lacerated & crushed  ",,Y,M,Unspecified,
1633,ND.0040,0,Unprovoked,iran,,"FATAL, femoral artery severed, died 12 days later ",,Y,M,Unspecified,
1634,ND.0039,0,Unprovoked,iran,"Standing, washing rear wheels of his ambulance in ankle-deep water","FATAL, fell into water when shark seized his right ankle, right leg bitten, left forearm & hand lacerated, all tissue stripped from right arm ",,Y,M,Unspecified,
1635,ND.0038,0,Unprovoked,iraq,Swimming,"FATAL, left leg bitten with severe blood loss",,Y,M,Bull,13
1636,ND.0037,0,Unprovoked,saudi arabia,Diving,"FATAL, died of sepsis",,Y,M,Unspecified,
1637,ND.0036,0,Unprovoked,saudi arabia,Diving,Buttocks bitten,,N,M,Unspecified,
1638,ND.0035,0,Unprovoked,saudi arabia,Diving,"Foot lacerated, surgically amputated",,N,M,Unspecified,
1639,ND.0034,0,Sea Disaster,pacific ocean,,FATAL,,Y,M,Unspecified,
1640,ND.0033,0,Provoked,burma,Carrying a supposedly dead shark by its mouth,4 fingers severed by 'dead' shark. PROVOKED ACCIDENT,,N,M,Unspecified,
1641,ND.0032,0,Sea Disaster,papua new guinea,Spent 8 days in dinghy,"No injury, but shark removed the heel & part of his left shoe",,N,M,Unspecified,
1642,ND.0031,0,Sea Disaster,papua new guinea,"Aircraft ditched in the sea, swimming ashore",Shark bumped him,,N,M,Unspecified,
1643,ND.0030,0,Unprovoked,burma,Bathing,Fatal x 2,,Y,M,Unspecified,
1644,ND.0028,0,Boat,italy,Wooden fishing boat,No injury to occupant; shark capsized boat,,N,M,White,
1645,ND.0027,0,Unprovoked,greece,Sponge diving,Head bitten,,N,M,Unspecified,
1646,ND.0026,0,Unprovoked,belize,Standing,FATAL,,Y,M,Tiger,16
1647,ND.0025,0,Unprovoked,australia,,,,,M,Unspecified,
1648,ND.0024,0,Unprovoked,reunion,Swimming,FATAL,,Y,,Unspecified,
1649,ND.0023,0,Unprovoked,south africa,Wading,Ankle bitten,,N,F,Unspecified,
1650,ND.0022,0,Unprovoked,australia,Pearl diving,Lacerations to thigh,,N,M,Unspecified,
1651,ND.0021,0,Unprovoked,south africa,Swimming in pool formed by construction of a wharf,"FATAL, leg severed ",,Y,M,Unspecified,
1652,ND.0020,0,Unprovoked,australia,,FATAL,,Y,M,Unspecified,
1653,ND.0019,0,Unprovoked,usa,Fishing,2-inch lacerations,,N,M,Unspecified,
1654,ND.0018,0,Unprovoked,vietnam,Swimming around anchored ship,Foot bitten,,N,M,Unspecified,
1655,ND.0017,0,Unprovoked,south africa,Crew swimming alongside their anchored ship,FATAL,,Y,M,Unspecified,
1656,ND.0016,0,Unprovoked,south africa,4 men were bathing,FATAL,,Y,M,Unspecified,
1657,ND.0015,0,Unprovoked,fiji,Wreck of  large double sailing canoe,"FATAL, 18 people  were killed by sharks, 2 survived",,Y,,Unspecified,
1658,ND.0014,0,Unprovoked,usa,Swimming,"""Lost leg""",Jul,N,M,Unspecified,
1659,ND.0013,0,Unprovoked,south africa,Fishing,"FATAL, body not recovered but shark was caught with the man's loincloth in its gut shortly afterwards.",Jul,Y,M,Unspecified,
1660,ND.0012,0,Unprovoked,south africa,Wading,"FATAL, leg stripped of flesh  ",Jul,Y,M,Unspecified,
1661,ND.0011,0,Unprovoked,asia?,Swimming,Foot severed,,N,M,Unspecified,
1662,ND.0010,0,Unprovoked,usa,,Ankle bitten,,N,F,Unspecified,
1663,ND.0009,0,Unprovoked,australia,Fishing,"FATAL, knocked overboard by tail of shark & carried off by shark ",,Y,M,Unspecified,
1664,ND.0008,0,Unprovoked,australia,Fishing,FATAL,,Y,M,Unspecified,
1665,ND.0007,0,Unprovoked,australia,Fishing,FATAL,,Y,M,Unspecified,
1666,ND.0006,0,Unprovoked,australia,Swimming,FATAL,,Y,M,Grey,
1667,ND.0005,0,Unprovoked,australia,Diving,FATAL,,Y,M,Unspecified,
1668,ND.0004,0,Unprovoked,australia,Pearl diving,FATAL,,Y,M,Unspecified,
1669,ND.0003,0,Unprovoked,usa,Swimming,FATAL,,Y,M,Unspecified,
1670,ND.0002,0,Unprovoked,panama,,FATAL,,Y,M,Unspecified,
1671,ND.0001,0,Unprovoked,ceylon (sri lanka),Swimming,"FATAL. ""Shark bit him in half, carrying away the lower extremities"" ",,Y,M,Unspecified,15
